id,atypeId,description,etypeId,traits,iconIndex,name,note,price,params0,params1,params2,params3,params4,params5,params6,params7
29,6,This armor is forged of moonstone and magical steel. Increases Strength and Constitution by 7 each.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Lunar Warrior Armor,armor_special_lunarWarriorArmor,130,0,0,7,7,0,7,0,0
30,6,This suit of fur and leather includes a snazzy cape studded with rose quartz gems. It will protect you from bitter winds as you adventure in the coldest climes. Increases Constitution by 15.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Mammoth Rider Armor,armor_special_mammothRiderArmor,130,0,0,0,15,0,15,0,0
31,6,These vividly striped robes will allow you to fly through gale-force winds smoothly and safely. Increases Strength by 15.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Roguish Rainbow Messenger Robes,armor_special_roguishRainbowMessengerRobes,130,0,0,15,0,0,0,0,0
32,6,Carry everything you need in your perfect pack! Increases Constitution by 16.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Page Armor,armor_special_pageArmor,0,0,0,0,16,0,16,0,0
33,6,"These robes will help hide you in the dead of night, but will also allow freedom of movement as you silently sneak about! Increases Intelligence by 16.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Sneakthief Robes,armor_special_sneakthiefRobes,0,0,0,0,0,16,0,0,0
34,6,"These robes are elegant enough for court, yet warm enough for the coldest winter day. Increases Perception by 17.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Snow Sovereign Robes,armor_special_snowSovereignRobes,0,0,0,0,0,0,0,17,17
35,6,You're undeniably dressed for success! Increases Perception by 17.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Dandy Suit,armor_special_dandySuit,0,0,0,0,0,0,0,17,17
36,6,This armor features a strong chest-plate to protect your heart! Increases Constitution by 17.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Nomad's Cuirass,armor_special_nomadsCuirass,0,0,0,0,17,0,17,0,0
37,6,"This strong, scaled armor is held together by elegant silk cords. Increases Perception by 17.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Samurai Armor,armor_special_samuraiArmor,0,0,0,0,0,0,0,17,17
38,6,Keep your drumsticks warm and cozy in this feathery armor! Confers no benefit.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Turkey Armor,armor_special_turkeyArmorBase,0,0,0,0,0,0,0,0,0
39,6,Fuzzy and fierce. Increases Constitution by 9. Limited Edition 2013-2014 Winter Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Yeti-Tamer Robe,armor_special_yeti,90,0,0,0,9,0,9,0,0
40,6,Full of secret daggers and ski trail maps. Increases Perception by 15. Limited Edition 2013-2014 Winter Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Ski-sassin Parka,armor_special_ski,90,0,0,0,0,0,0,15,15
41,6,Spun from sugar and silk. Increases Intelligence by 9. Limited Edition 2013-2014 Winter Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Candy Cane Robe,armor_special_candycane,90,0,0,0,0,9,0,0,0
42,6,"A robe to keep you warm, even in a blizzard. Increases Constitution by 15. Limited Edition 2013-2014 Winter Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Snowflake Robe,armor_special_snowflake,90,0,0,0,15,0,15,0,0
43,6,"Happy Birthday, Habitica! Wear these Absurd Party Robes to celebrate this wonderful day. Confers no benefit.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Absurd Party Robes,armor_special_birthday,0,0,0,0,0,0,0,0,0
44,6,Impeccably groomed. Increases Perception by 15. Limited Edition 2014 Spring Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Sleek Cat Suit,armor_special_springRogue,90,0,0,0,0,0,0,15,15
45,6,"Soft as clover, strong as steel! Increases Constitution by 9. Limited Edition 2014 Spring Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Clover-steel Armor,armor_special_springWarrior,90,0,0,0,9,0,9,0,0
46,6,Mice are nice! Increases Intelligence by 9. Limited Edition 2014 Spring Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Rodentia Robes,armor_special_springMage,90,0,0,0,0,9,0,0,0
47,6,"Warm and snuggly, but protects its owner from harm. Increases Constitution by 15. Limited Edition 2014 Spring Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Fuzzy Puppy Robes,armor_special_springHealer,90,0,0,0,15,0,15,0,0
48,6,"These robes be very cozy, yarrrr! Increases Perception by 15. Limited Edition 2014 Summer Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Pirate Robes,armor_special_summerRogue,90,0,0,0,0,0,0,15,15
49,6,"Complete with buckle, as well as swash. Increases Constitution by 9. Limited Edition 2014 Summer Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Swashbuckler Robes,armor_special_summerWarrior,90,0,0,0,9,0,9,0,0
50,6,This garment of shimmering scales transforms its wearer into a real Mermage! Increases Intelligence by 9. Limited Edition 2014 Summer Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Emerald Tail,armor_special_summerMage,90,0,0,0,0,9,0,0,0
51,6,This garment of shimmering scales transforms its wearer into a real Seahealer! Increases Constitution by 15. Limited Edition 2014 Summer Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Seahealer Tail,armor_special_summerHealer,90,0,0,0,15,0,15,0,0
52,6,Vivid. Velvet. Vampiric. Increases Perception by 15. Limited Edition 2014 Autumn Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Bloodred Robes,armor_special_fallRogue,90,0,0,0,0,0,0,15,15
53,6,Protects you from mysterious potion spills. Increases Constitution by 9. Limited Edition 2014 Autumn Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Lab-coat of Science,armor_special_fallWarrior,90,0,0,0,9,0,9,0,0
54,6,This robe has plenty of pockets to hold extra helpings of eye of newt and tongue of frog. Increases Intelligence by 9. Limited Edition 2014 Autumn Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Witchy Wizard Robes,armor_special_fallMage,90,0,0,0,0,9,0,0,0
55,6,Charge into battle pre-bandaged! Increases Constitution by 15. Limited Edition 2014 Autumn Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Gauzy Gear,armor_special_fallHealer,90,0,0,0,15,0,15,0,0
56,6,"This armor is freezing cold, but it will definitely be worth it when you uncover the untold riches at the center of the Icicle Drake hives. Not that you are looking for any such untold riches, because you are truly, definitely, absolutely a genuine Icicle Drake, okay?! Stop asking questions! Increases Perception by 15. Limited Edition 2014-2015 Winter Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Icicle Drake Armor,armor_special_winter2015Rogue,90,0,0,0,0,0,0,15,15
57,6,"Cozy and warm, straight from the oven! Increases Constitution by 9. Limited Edition 2014-2015 Winter Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Gingerbread Armor,armor_special_winter2015Warrior,90,0,0,0,9,0,9,0,0
58,6,You can see the glimmering lights of the north in this robe. Increases Intelligence by 9. Limited Edition 2014-2015 Winter Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Boreal Robe,armor_special_winter2015Mage,90,0,0,0,0,9,0,0,0
59,6,"Ice-skating is very relaxing, but you shouldn't try it without this protective gear in case you get attacked by the icicle drakes. Increases Constitution by 15. Limited Edition 2014-2015 Winter Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Skating Outfit,armor_special_winter2015Healer,90,0,0,0,15,0,15,0,0
60,6,"Happy Birthday, Habitica! Wear these Silly Party Robes to celebrate this wonderful day. Confers no benefit.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Silly Party Robes,armor_special_birthday2015,0,0,0,0,0,0,0,0,0
61,6,"Furry, soft, and definitely not flammable. Increases Perception by 15. Limited Edition 2015 Spring Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Squeaker Robes,armor_special_spring2015Rogue,90,0,0,0,0,0,0,15,15
62,6,Only the fiercest doggy is allowed to be this fluffy. Increases Constitution by 9. Limited Edition 2015 Spring Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Beware Armor,armor_special_spring2015Warrior,90,0,0,0,9,0,9,0,0
63,6,Your coattails match your cottontail! Increases Intelligence by 9. Limited Edition 2015 Spring Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Magician's Bunny Suit,armor_special_spring2015Mage,90,0,0,0,0,9,0,0,0
64,6,"This soft catsuit is comfortable, and as comforting as mint tea. Increases Constitution by 15. Limited Edition 2015 Spring Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Comforting Catsuit,armor_special_spring2015Healer,90,0,0,0,15,0,15,0,0
65,6,This garment of shimmering scales transforms its wearer into a real Reef Renegade! Increases Perception by 15. Limited Edition 2015 Summer Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Ruby Tail,armor_special_summer2015Rogue,90,0,0,0,0,0,0,15,15
66,6,This garment of shimmering scales transforms its wearer into a real Sunfish Warrior! Increases Constitution by 9. Limited Edition 2015 Summer Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Golden Tail,armor_special_summer2015Warrior,90,0,0,0,9,0,9,0,0
67,6,Hidden power resides in the puffs of these sleeves. Increases Intelligence by 9. Limited Edition 2015 Summer Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Soothsayer Robes,armor_special_summer2015Mage,90,0,0,0,0,9,0,0,0
68,6,This armor lets everyone know that you are an honest merchant sailor who would never dream of behaving like a scalawag. Increases Constitution by 15. Limited Edition 2015 Summer Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Sailor's Armor,armor_special_summer2015Healer,90,0,0,0,15,0,15,0,0
69,6,Fly into bat-tle! Increases Perception by 15. Limited Edition 2015 Autumn Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Bat-tle Armor,armor_special_fall2015Rogue,90,0,0,0,0,0,0,15,15
70,6,"Despite being stuffed with straw, this armor is extremely hefty! Increases Constitution by 9. Limited Edition 2015 Autumn Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Scarecrow Armor,armor_special_fall2015Warrior,90,0,0,0,9,0,9,0,0
71,6,Every stitch in this armor shimmers with enchantment. Increases Intelligence by 9. Limited Edition 2015 Autumn Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Stitched Robes,armor_special_fall2015Mage,90,0,0,0,0,9,0,0,0
72,6,"What? Of course that was a potion of constitution. No, you are definitely not turning into a frog! Don't be ribbiticulous. Increases Constitution by 15. Limited Edition 2015 Autumn Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Potioner Robes,armor_special_fall2015Healer,90,0,0,0,15,0,15,0,0
73,6,"In celebration of the GaymerX Conference, this special armor is decorated with a radiant, colorful rainbow pattern! GaymerX is a game convention celebrating LGTBQ and gaming and is open to everyone.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Rainbow Warrior Armor,armor_special_gaymerx,0,0,0,0,0,0,0,0,0
74,6,This leather armor keeps you nice and toasty. Is it actually made from cocoa? You'll never tell. Increases Perception by 15. Limited Edition 2015-2016 Winter Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Cocoa Armor,armor_special_winter2016Rogue,90,0,0,0,0,0,0,15,15
75,6,Brr! This padded armor is truly powerful... until it melts. Increases Constitution by 9. Limited Edition 2015-2016 Winter Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Snowman Suit,armor_special_winter2016Warrior,90,0,0,0,9,0,9,0,0
76,6,The wisest wizard keeps well-bundled in the winter wind. Increases Intelligence by 9. Limited Edition 2015-2016 Winter Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Snowboarder Parka,armor_special_winter2016Mage,90,0,0,0,0,9,0,0,0
77,6,"Festive Fairies wrap their body wings around themselves for protection as they use their head wings to catch headwinds and fly around Habitica at speeds of up to 100 mph, delivering gifts and spraying everyone with confetti. How droll. Increases Constitution by 15. Limited Edition 2015-2016 Winter Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Festive Fairy Cloak,armor_special_winter2016Healer,90,0,0,0,15,0,15,0,0
78,6,"Happy Birthday, Habitica! Wear these Ridiculous Party Robes to celebrate this wonderful day. Confers no benefit.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Ridiculous Party Robes,armor_special_birthday2016,0,0,0,0,0,0,0,0,0
79,6,A clever pup knows to choose a brighter guise for concealment when everything is green and vibrant. Increases Perception by 15. Limited Edition 2016 Spring Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Canine Camo Suit,armor_special_spring2016Rogue,90,0,0,0,0,0,0,15,15
80,6,"Though you be but little, you are fierce! Increases Constitution by 9. Limited Edition 2016 Spring Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Mighty Mail,armor_special_spring2016Warrior,90,0,0,0,9,0,9,0,0
81,6,"Brightly colored, so you won't be mistaken for a necromouser. Increases Intelligence by 9. Limited Edition 2016 Spring Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Grand Malkin Robes,armor_special_spring2016Mage,90,0,0,0,0,9,0,0,0
82,6,"Hippity hop! Bound from hill to hill, healing those in need. Increases Constitution by 15. Limited Edition 2016 Spring Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Fluffy Bunny Breeches,armor_special_spring2016Healer,90,0,0,0,15,0,15,0,0
83,6,This electrifying garment transforms its wearer into a real Eel Rogue! Increases Perception by 15. Limited Edition 2016 Summer Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Eel Tail,armor_special_summer2016Rogue,90,0,0,0,0,0,0,15,15
84,6,This rough garment transforms its wearer into a real Shark Warrior! Increases Constitution by 9. Limited Edition 2016 Summer Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Shark Tail,armor_special_summer2016Warrior,90,0,0,0,9,0,9,0,0
85,6,This slippery garment transforms its wearer into a real Dolphin Mage! Increases Intelligence by 9. Limited Edition 2016 Summer Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Dolphin Tail,armor_special_summer2016Mage,90,0,0,0,0,9,0,0,0
86,6,This spiky garment transforms its wearer into a real Seahorse Healer! Increases Constitution by 15. Limited Edition 2016 Summer Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Seahorse Tail,armor_special_summer2016Healer,90,0,0,0,15,0,15,0,0
87,6,The eyes on this armor are constantly blinking. Increases Perception by 15. Limited Edition 2016 Autumn Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Black Widow Armor,armor_special_fall2016Rogue,90,0,0,0,0,0,0,15,15
88,6,Mysteriously moist and mossy! Increases Constitution by 9. Limited Edition 2016 Autumn Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Slime-Streaked Armor,armor_special_fall2016Warrior,90,0,0,0,9,0,9,0,0
89,6,"When your cloak flaps, you hear the sound of cackling laughter. Increases Intelligence by 9. Limited Edition 2016 Autumn Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Cloak of Wickedness,armor_special_fall2016Mage,90,0,0,0,0,9,0,0,0
90,6,These robes are actually made of stone. How are they so comfortable? Increases Constitution by 15. Limited Edition 2016 Autumn Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Gorgon Robes,armor_special_fall2016Healer,90,0,0,0,15,0,15,0,0
91,6,This stealthy suit reflects light to dazzle unsuspecting tasks as you take your rewards from them! Increases Perception by 15. Limited Edition 2016-2017 Winter Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Frosty Armor,armor_special_winter2017Rogue,90,0,0,0,0,0,0,15,15
92,6,"Show your team spirit and strength in this warm, padded armor. Increases Constitution by 9. Limited Edition 2016-2017 Winter Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Ice Hockey Armor,armor_special_winter2017Warrior,90,0,0,0,9,0,9,0,0
93,6,"Made of winter's warmest wool and woven with spells by the mystical Winter Wolf, these robes stave off the chill and keep your mind alert! Increases Intelligence by 9. Limited Edition 2016-2017 Winter Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Wolfish Armor,armor_special_winter2017Mage,90,0,0,0,0,9,0,0,0
94,6,"Though soft, this armor of petals has fantastic protective power. Increases Constitution by 15. Limited Edition 2016-2017 Winter Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Shimmer Petal Armor,armor_special_winter2017Healer,90,0,0,0,15,0,15,0,0
95,6,"Happy Birthday, Habitica! Wear these Whimsical Party Robes to celebrate this wonderful day. Confers no benefit.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Whimsical Party Robes,armor_special_birthday2017,0,0,0,0,0,0,0,0,0
96,6,"Soft but strong, this suit helps you move through gardens with extra stealth. Increases Perception by 15. Limited Edition 2017 Spring Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Sneaky Bunny Suit,armor_special_spring2017Rogue,90,0,0,0,0,0,0,15,15
97,6,"This fancy armor is as shiny as your finely groomed coat, but with added resistance to attack. Increases Constitution by 9. Limited Edition 2017 Spring Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Pawsome Armor,armor_special_spring2017Warrior,90,0,0,0,9,0,9,0,0
98,6,"Magical by design, fluffy by choice. Increases Intelligence by 9. Limited Edition 2017 Spring Gear.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Canine Conjuror Robes,armor_special_spring2017Mage,90,0,0,0,0,9,0,0,0
99,6,The softness of these robes comforts you as well as any who need your healing help! Increases Constitution by 15. Limited Edition 2017 Spring Gear.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Robes of Repose,armor_special_spring2017Healer,90,0,0,0,15,0,15,0,0
